"","Name","Locale","Remarks","Date","Country","Year"
"3181","George Catlett Marshall","Moscow","Attended Fourth Session of the Council of Foreign Ministers.","March 10–April 25, 1947","Russia","1947"
"3182","David Dean Rusk","Moscow, Gagra","Signed the Nuclear Test Ban Treaty.","August 3–10, 1963","Russia","1963"
"3183","William Pierce Rogers","Moscow","Accompanied President Nixon Leningrad, Kiev on a State visit.","May 22–29, 1972","Russia","1972"
"3184","Henry A. (Heinz Alfred) Kissinger","Moscow","Met with General Secretary Brezhnev to discuss the Middle East war.","October 20–22, 1973","Russia","1973"
"3185","Henry A. (Heinz Alfred) Kissinger","Moscow","Discussed preparations for the Moscow Summit.","March 24–28, 1974","Russia","1974"
"3186","Henry A. (Heinz Alfred) Kissinger","Moscow, Simferopol, Minsk","Accompanied President Nixon on an official visit.","June 27–July 3, 1974","Russia","1974"
"3187","Henry A. (Heinz Alfred) Kissinger","Moscow","Met with General Secretary Brezhnev, Foreign Minister Gromyko, and other Soviet officials.","October 23–27, 1974","Russia","1974"
"3188","Henry A. (Heinz Alfred) Kissinger","Vladivostok","Accompanied President Ford to a discussion on strategic arms limitations with General Secretary Brezhnev.","November 23–24, 1974","Russia","1974"
"3189","Henry A. (Heinz Alfred) Kissinger","Moscow","Discussed further limitations on strategic arms with General Secretary Brezhnev and Foreign Minister Gromyko.","January 21–23, 1976","Russia","1976"
"3190","Cyrus Roberts Vance","Moscow","Presented arms reduction proposal to General Secretary Brezhnev and Foreign Minister Gromyko.","March 27–30, 1977","Russia","1977"
"3191","Cyrus Roberts Vance","Moscow","Met with General Secretary Brezhnev and Foreign Minister Gromyko.","April 19–23, 1978","Russia","1978"
"3192","Cyrus Roberts Vance","Moscow","Discussed SALT negotiations with President Brezhnev and Foreign Minister Gromyko.","October 21–24, 1978","Russia","1978"
"3193","George Pratt Shultz","Moscow","Accompanied Vice President Bush to the funeral of Soviet President Chernenko.","March 12–13, 1985","Russia","1985"
"3194","George Pratt Shultz","Moscow","Discussed preparations for the Geneva Summit Meeting.","November 4–5, 1985","Russia","1985"
"3195","George Pratt Shultz","Moscow","Discussed limitations of intermediate-range nuclear arms.","April 13–15, 1987","Russia","1987"
"3196","George Pratt Shultz","Moscow","Discussed INF limitations with Soviet officials.","October 22–23, 1987","Russia","1987"
"3197","George Pratt Shultz","Moscow","Met with Foreign Minister Shevardnadze and General Secretary Gorbachev.","February 21–23, 1988","Russia","1988"
"3198","George Pratt Shultz","Moscow, Kiev, Tblisi","Discussed preparations for the U.S.-Soviet Summit Meeting.","April 21–24, 1988","Russia","1988"
"3199","George Pratt Shultz","Moscow","Accompanied President Reagan to a Summit Meeting.","May 29–June 2, 1988","Russia","1988"
"3200","James Addison Baker","Moscow","Met with President Gorbachev, senior Soviet officials, and human rights activists.","May 10–11, 1989","Russia","1989"
"3201","James Addison Baker","Moscow","Met with Soviet leaders; addressed the International Affairs Committee of the Supreme Soviet.","February 7–10, 1990","Russia","1990"
"3202","James Addison Baker","Moscow, Zagorsk, Radonezsh","Attended pre-summit and arms reduction negotiations with senior Soviet officials. Also met with Egyptian President Mubarak and Lithuanian Prime Minister Prunskiene.","May 15–19, 1990","Russia","1990"
"3203","James Addison Baker","Irkutsk","Met with Foreign Minister Shevardnadze.","July 31–August 2, 1990","Russia","1990"
"3204","James Addison Baker","Moscow","Met with Foreign Minister Shevardnadze; issued a joint statement on the Iraqi invasion of Kuwait.","August 3, 1990","Russia","1990"
"3205","James Addison Baker","Moscow","Met with President Gorbachev and Foreign Minister Shevardnadze. Attended Two-Plus-Four Foreign Ministers Meeting. Signed Treaty on the Final Settlement With Respect to Germany.","September 10–13, 1990","Russia","1990"
"3206","James Addison Baker","Moscow","Met with President Gorbachev.","November 7–9, 1990","Russia","1990"
"3207","James Addison Baker","Moscow","Met with President Gorbachev and Foreign Minister Bessmertnkyh.","March 14–16, 1991","Russia","1991"
"3208","James Addison Baker","Kislovodsk","Discussed the Middle East peace process and implementation of the CFE Treaty with Foreign Minister Bessmertnykh.","April 24–25, 1991","Russia","1991"
"3209","James Addison Baker","Moscow","Attended U.S.-Soviet Summit Meeting.","July 29–August 1, 1991","Russia","1991"
"3210","James Addison Baker","Moscow, St. Petersburg, Alma Ata","Met with senior officials of the Soviet Union, the Russian Republic, and Kazakhstan. Attended the CSCE Conference on the Human Dimension.","September 10–16, 1991","Russia","1991"
"3211","James Addison Baker","Moscow","Met with senior Soviet and Russian officials.","December 15–17, 1991","Russia","1991"
"3212","James Addison Baker","Moscow","Attended Middle East peace conference.","January 27–29, 1992","Russia","1992"
"3213","James Addison Baker","Yekaterinburg, Chelyabinsk-70","Met with former Soviet nuclear scientists.","February 14–15, 1992","Russia","1992"
"3214","James Addison Baker","Moscow","Discussed strategic arms reductions with President Yeltsin and Foreign Minister Kozyrev.","February 16–18, 1992","Russia","1992"
"3215","Warren Minor Christopher","Moscow","Discussed the Bosnian crisis with senior Russian officials.","May 4–5, 1993","Russia","1993"
"3216","Warren Minor Christopher","Moscow","Met with senior Russian officials and addressed the Academy of the National Economy.","October 21–23, 1993","Russia","1993"
"3217","Warren Minor Christopher","Moscow","Accompanied President Clinton to meetings with President Yeltsin and senior Russian officials.","January 12–15, 1994","Russia","1994"
"3218","Warren Minor Christopher","Vladivostok","Met with Foreign Minister Kozyrev.","March 14, 1994","Russia","1994"
"3219","Warren Minor Christopher","Moscow","Accompanied President Clinton to summit meeting.","May 9–11, 1995","Russia","1995"
"3220","Warren Minor Christopher","Moscow","Met with President Yeltsin and Foreign Minister Primakov and attended a meeting of Contact Group Foreign Ministers.","March 21–23, 1996","Russia","1996"
"3221","Madeleine Korbel Albright","Moscow","Met with President Yeltsin, Prime Minister Chernomyrdin, and Foreign Minister Primakov.","February 19–21, 1997","Russia","1997"
"3222","Madeleine Korbel Albright","Moscow","Met with Foreign Minister Primakov.","May 1–2, 1997","Russia","1997"
"3223","Madeleine Korbel Albright","St. Petersburg","Met with Foreign Minister Primakov.","July 12–13, 1997","Russia","1997"
"3224","Madeleine Korbel Albright","Moscow","Attended U.S.-Russian Summit Meeting.","August 31–September 3, 1998","Russia","1998"
"3225","Madeleine Korbel Albright","Moscow","Discussed strategic arms limitations and the Kosovo crisis with Prime Minister Primakov.","January 25–27, 1999","Russia","1999"
"3226","Madeleine Korbel Albright","Moscow","Official visit; led U.S. delegtaion to Multilateral Steering Group.","January 31–February 2, 2000","Russia","2000"
"3227","Madeleine Korbel Albright","Moscow","Accompanied President Clinton to a Summit meeting.","June 3–5, 2000","Russia","2000"
"3228","Madeleine Korbel Albright","Yekaterinburg","Stopped en route to Rome.","July 31, 2000","Russia","2000"
"3229","Colin Luther Powell","Moscow","Met with President Putin, Foreign Minister Ivanov, and senior officials.","December 9–10, 2001","Russia","2001"
"3230","Colin Luther Powell","Moscow, St. Petersburg","Accompanied President Bush to a Summit Meeting.","May 23–26, 2002","Russia","2002"
"3231","Colin Luther Powell","St. Petersburg","Accompanied President Bush to a meeting with President Putin.","November 22, 2002","Russia","2002"
"3232","Colin Luther Powell","Moscow","Met with President Putin and Foreign Minister Ivanov.","May 13–15, 2003","Russia","2003"
"3233","Colin Luther Powell","St. Petersburg","Accompanied President Bush.","May 31–June 1, 2003","Russia","2003"
"3234","Colin Luther Powell","Moscow","Met with President Putin and Foreign Minister Ivanov.","January 25–27, 2004","Russia","2004"
"3235","Condoleezza Rice","Moscow","Met with President Putin, Prime Minister Lavrov, and senior Russian officials.","April 19–20, 2005","Russia","2005"
"3236","Condoleezza Rice","Moscow","Accompanied President Bush.","May 8–9, 2005","Russia","2005"
"3237","Condoleezza Rice","Moscow","Met with President Putin and Foreign Minister Lavrov.","October 14–15, 2005","Russia","2005"
"3238","Condoleezza Rice","Moscow","Attended a G-8 Foreign Ministers’ Meeting.","June 29–30, 2006","Russia","2006"
"3239","Condoleezza Rice","St. Petersburg","Attended the G-8 Economic Summit.","July 14–17, 2006","Russia","2006"
"3240","Condoleezza Rice","Moscow","Met with President Putin and Foreign Minister Lavrov.","October 21–22, 2006","Russia","2006"
"3241","Condoleezza Rice","Moscow","Met with President Putin and Foreign Minister Lavrov.","May 14–15, 2007","Russia","2007"
"3242","Condoleezza Rice","Moscow","Attended 2+2 Meeting on strategic security issues.","October 12–14, 2007","Russia","2007"
"3243","Condoleezza Rice","Moscow","Accompanied Secretary of Defense Gates and met with President Putin, President-elect Medvedev, Foreign Minister Lavrov, and Defense Minister Serdyukov.","March 17–19, 2008","Russia","2008"
"3244","Condoleezza Rice","Sochi","Accompanied President Bush.","April 5–6, 2008","Russia","2008"
"3245","Hillary Rodham Clinton","Moscow, Kazan","Met with President Medvedev and Foreign Minister Lavrov concerning arms control, nonproliferation, and counterterrorism. In Kazan, met with Tatarstan President Shaymiyev and attended a dialogue on diversity at Kazan State University.","October 12–14, 2009","Russia","2009"
"3246","Hillary Rodham Clinton","Moscow","Attended a Quarted meeting and discussed strategic arms reductions.","March 18–19, 2010","Russia","2010"
"3247","Hillary Rodham Clinton","St. Petersburg","Attended the APEC Women and the Economy Forum. Met with Foreign Minister Sergei Lavrov.","June 28–29, 2012","Russia","2012"
"3248","Hillary Rodham Clinton","Vladivostok","Attended APEC Economic Leaders Meeting. Signed a Memorandum of Understanding on U.S.-Russian Cooperation in the Antarctic and a Joint Statement on Strengthening U.S.-Russian Inter-Regional Cooperation.","September 7–9, 2012","Russia","2012"
"3249","John Forbes Kerry","Moscow","Met with President Vladimir Putin and Foreign Minister Sergey Lavrov.","May 7–8, 2013","Russia","2013"
"3250","John Forbes Kerry","Sochi","Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.","May 12, 2015","Russia","2015"
"3251","John Forbes Kerry","Moscow","Met with President Vladimir Putin and Foreign Minister Sergey Lavrov.","December 15, 2015","Russia","2015"
"3252","John Forbes Kerry","Moscow","Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.","March 23–24, 2016","Russia","2016"
"3253","John Forbes Kerry","Moscow","Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.","July 14–15, 2016","Russia","2016"
"3254","Rex W. Tillerson","Moscow","Met with Foreign Minister Sergey Lavrov and President Vladimir Putin.","April 11–13, 2017","Russia","2017"
"3255","Michael R. Pompeo","Sochi","Met with Russian Foreign Minister Sergey Lavrov and President Vladimir Putin.","May 14, 2019","Russia","2019"
"3256","Madeleine Korbel Albright","Kampala, Gulu","Met with President Musaveni, northern Ugandan refugees, and Sudanese opposition leaders.","December 10–11, 1997","Uganda","1997"
"3257","Colin Luther Powell","Kampala","Met with President Museveni and Ugandan political leaders.","May 27–28, 2001","Uganda","2001"
"3258","Colin Luther Powell","Kampala","Accompanied President Bush.","July 11, 2003","Uganda","2003"
"3259","Hillary Rodham Clinton","Kampala","Met with President Yoweri Musaven. Addressed Human Rights Defenders.","August 2–4, 2012","Uganda","2012"
"3260","James Addison Baker","Kiev","Met with President Kravchuk.","December 18–19, 1991","Ukraine","1991"
"3261","Warren Minor Christopher","Kiev","Met with President Kravchuk and senior Ukrainian officials.","October 24–26, 1993","Ukraine","1993"
"3262","Warren Minor Christopher","Kiev","Accompanied President Clinton to a meeting with President Kravchuk.","January 12, 1994","Ukraine","1994"
"3263","Warren Minor Christopher","Kiev","Accompanied President Clinton on state visit.","May 11–12, 1995","Ukraine","1995"
"3264","Warren Minor Christopher","Kiev","Met with President Kuchma and Foreign Minister Udovenko.","March 18–19, 1996","Ukraine","1996"
"3265","Madeleine Korbel Albright","Kiev","Met with President Kuchma and signed nuclear cooperation agreement.","March 6, 1998","Ukraine","1998"
"3266","Madeleine Korbel Albright","Kiev","Met with President Kuchma and Foreign Minister Trasyuk.","April 14–15, 2000","Ukraine","2000"
"3267","Colin Luther Powell","Kiev","Attended the inauguration of President Yushchenko.","January 22–23, 2005","Ukraine","2005"
"3268","Condoleezza Rice","Kiev","Met with President Yushchenko and addressed students at Shevchenko University.","December 6–7, 2005","Ukraine","2005"
"3269","Condoleezza Rice","Kyiv","Joined President Bush.","March 31, 2008","Ukraine","2008"
"3270","Hillary Rodham Clinton","Kyiv","Met with President Yanukovych and Foreign Minister Hryshchenko. Attended the second meeting of the U.S.-Ukraine Strategic Partnership.","July 1–2, 2010","Ukraine","2010"
"3271","John Forbes Kerry","Kyiv","Met with Acting President Oleksandr Turchynov, Prime Minister Arseniy Yatsenyuk, and political and religious leaders.","March 4, 2014","Ukraine","2014"
